SentenceID, MaskedWord, Softmax, Surprisal, Condition, EmbeddingLevel
2,at,8.766896e-05,13.477574,wh-ngap,4
3,at,6.700673e-05,13.8653345,wh-ngap,4
4,at,5.5303422e-05,14.142272,wh-ngap,4
5,at,8.304166e-05,13.555805,wh-ngap,4
6,at,5.9153113e-05,14.045186,wh-ngap,4
7,at,4.96085e-05,14.299053,wh-ngap,4
8,at,6.654335e-05,13.875346,wh-ngap,4
9,at,7.067235e-05,13.788494,wh-ngap,4
10,at,8.8534165e-05,13.463407,wh-ngap,4
1,at,5.3715685e-05,14.184297,wh-gap,4
2,at,8.4048246e-05,13.538423,wh-gap,4
3,at,6.595449e-05,13.888169,wh-gap,4
4,at,5.0824165e-05,14.264126,wh-gap,4
5,at,8.9394875e-05,13.449449,wh-gap,4
6,at,5.9010188e-05,14.0486765,wh-gap,4
7,at,4.637675e-05,14.396238,wh-gap,4
8,at,6.5154636e-05,13.905772,wh-gap,4
9,at,6.718634e-05,13.861472,wh-gap,4
10,at,8.3585284e-05,13.5463915,wh-gap,4
1,at,4.5337078e-05,14.428949,nwh-ngap,4
2,at,6.607935e-05,13.885441,nwh-ngap,4
3,at,5.9624792e-05,14.033729,nwh-ngap,4
4,at,4.466277e-05,14.450567,nwh-ngap,4
5,at,6.9121095e-05,13.820515,nwh-ngap,4
6,at,4.97562e-05,14.2947645,nwh-ngap,4
7,at,4.619256e-05,14.40198,nwh-ngap,4
8,at,4.988564e-05,14.291016,nwh-ngap,4
9,at,6.683384e-05,13.869061,nwh-ngap,4
10,at,8.6229e-05,13.501468,nwh-ngap,4
1,at,4.527989e-05,14.43077,nwh-gap,4
2,at,6.0376373e-05,14.015656,nwh-gap,4
3,at,6.087935e-05,14.003688,nwh-gap,4
4,at,4.1779167e-05,14.546857,nwh-gap,4
5,at,7.580711e-05,13.687307,nwh-gap,4
6,at,5.0705192e-05,14.267507,nwh-gap,4
7,at,4.3196746e-05,14.498718,nwh-gap,4
8,at,4.5290803e-05,14.430423,nwh-gap,4
9,at,5.9334896e-05,14.04076,nwh-gap,4
10,at,7.9692916e-05,13.615189,nwh-gap,4
